time,ax,ay,az,gx,gy,gz
0.0,0.899,-0.0293,0.4019,-1.27,2.062,2.487
25.0,0.8931,-0.0334,0.4186,2.738,1.611,1.471
38.0,0.8928,-0.0199,0.4143,3.661,1.054,1.502
51.0,0.8916,-0.0182,0.4156,2.097,0.581,2.006
64.0,0.8916,-0.031,0.4049,0.494,0.382,2.304
77.0,0.8941,-0.046,0.3988,0.142,0.627,2.082
90.0,0.8986,-0.0477,0.3936,0.952,1.184,1.693
103.0,0.8985,-0.0497,0.3911,1.272,1.673,1.105
116.0,0.8988,-0.0481,0.3996,2.127,2.413,0.594
129.0,0.8936,-0.04,0.4047,2.684,2.955,0.41
142.0,0.8889,-0.0338,0.4124,2.28,3.054,0.09
155.0,0.8826,-0.0321,0.4157,1.196,2.695,-0.147
168.0,0.8829,-0.0319,0.4132,0.532,2.054,-0.292
181.0,0.883,-0.03,0.4063,0.417,1.26,0.059
194.0,0.8881,-0.0234,0.3999,1.005,0.474,0.815
207.0,0.9008,-0.0232,0.387,0.112,0.421,1.067
220.0,0.9088,-0.0297,0.3747,-1.361,1.459,1.09
233.0,0.9007,-0.0457,0.3766,-1.972,2.856,0.975
246.0,0.8944,-0.0513,0.3786,-0.819,3.833,0.708
259.0,0.8878,-0.0426,0.3777,0.226,4.352,0.533
272.0,0.887,-0.037,0.3805,-0.888,4.642,0.693
285.0,0.8913,-0.047,0.3794,-2.392,4.619,0.853
298.0,0.9051,-0.058,0.3756,-2.125,4.749,0.8
311.0,0.9117,-0.0681,0.3842,-0.048,5.169,0.426
324.0,0.9201,-0.0554,0.3919,2.127,6.092,0.433
337.0,0.913,-0.0382,0.4036,2.6,7.321,0.792
350.0,0.8962,-0.0336,0.4283,0.73,8.161,1.09
363.0,0.8803,-0.0332,0.445,-1.606,7.993,1.166
376.0,0.869,-0.0469,0.4485,-3.361,6.535,0.815
389.0,0.8657,-0.061,0.4525,-3.4,4.1,0.136
402.0,0.8841,-0.069,0.4369,-0.827,1.863,-1.071
415.0,0.9097,-0.0564,0.4222,1.845,1.016,-2.261
428.0,0.9157,-0.0305,0.4248,3.494,1.947,-3.093
441.0,0.9085,-0.0035,0.4269,3.906,3.298,-3.017
454.0,0.901,0.0206,0.4151,1.494,5.558,-2.658
467.0,0.8775,0.0319,0.4406,-3.216,5.787,-1.399
480.0,0.8715,0.0088,0.4291,-5.781,4.115,-0.643
493.0,0.8819,-0.0145,0.4169,-4.972,3.337,-0.62
506.0,0.8988,-0.0223,0.4126,-1.774,2.421,-0.231
519.0,0.9137,-0.0198,0.4043,0.845,3.1,-0.154
532.0,0.9113,-0.0033,0.4115,1.936,5.016,-0.055
545.0,0.8917,0.0044,0.4185,0.898,6.344,0.143
558.0,0.8667,-0.0067,0.4181,-2.193,6.665,-0.177
571.0,0.8617,-0.0259,0.4243,-4.423,5.558,-0.49
584.0,0.8844,-0.0522,0.4165,-3.11,4.092,-0.964
597.0,0.911,-0.0599,0.4119,1.669,3.779,-1.208
610.0,0.9233,-0.0431,0.4179,7.234,4.81,-1.193
623.0,0.9138,-0.0079,0.4298,7.692,6.764,-0.681
636.0,0.8927,0.0059,0.444,4.043,7.749,-0.3
649.0,0.8774,-0.0067,0.4589,-0.743,7.405,-0.017
662.0,0.8724,-0.036,0.4637,-2.43,5.314,0.594
675.0,0.8754,-0.0548,0.4594,-0.277,2.848,0.8
688.0,0.8889,-0.0496,0.4536,3.822,0.84,0.868
701.0,0.9002,-0.0244,0.4478,6.005,0.382,0.899
714.0,0.8956,-0.0063,0.4473,5.242,0.848,1.204
727.0,0.8918,0.0056,0.4433,2.516,1.566,1.739
740.0,0.8795,-0.0011,0.446,-1.132,1.894,2.326
753.0,0.8698,-0.0172,0.4386,-2.697,1.199,2.815
766.0,0.8647,-0.0317,0.4254,-1.644,0.314,2.891
779.0,0.8715,-0.0348,0.4106,0.272,-0.19,2.456
792.0,0.8883,-0.0283,0.397,1.455,0.39,1.861
805.0,0.898,-0.0179,0.3937,1.425,2.26,1.54
818.0,0.8988,-0.0177,0.403,0.463,4.062,1.586
831.0,0.8841,-0.0242,0.4086,-0.491,5.26,1.762
844.0,0.8704,-0.0356,0.4237,-1.568,5.306,1.418
857.0,0.8717,-0.0455,0.4336,-0.934,4.39,0.784
870.0,0.878,-0.0474,0.428,1.287,3.757,-0.185
883.0,0.8903,-0.0358,0.4234,2.86,3.558,-0.414
896.0,0.8963,-0.028,0.4193,3.158,4.008,-0.147
909.0,0.8983,-0.023,0.4232,1.86,4.734,0.265
922.0,0.8907,-0.0332,0.4224,0.807,5.489,0.594
935.0,0.8817,-0.0387,0.4366,0.784,5.581,0.471
948.0,0.8709,-0.0405,0.4384,0.73,4.963,0.357
961.0,0.8719,-0.0416,0.4412,0.89,3.566,0.479
974.0,0.8909,-0.0422,0.4348,1.921,2.566,0.464
987.0,0.8941,-0.0354,0.4319,2.379,2.688,0.487
1000.0,0.8907,-0.0265,0.4276,1.822,3.367,0.891
1013.0,0.889,-0.0314,0.4219,0.646,4.245,1.456
1026.0,0.8834,-0.0343,0.4206,-0.903,5.153,1.563
1039.0,0.872,-0.0465,0.427,-1.881,5.405,1.487
1052.0,0.8686,-0.0573,0.4228,-1.392,4.909,1.021
1065.0,0.873,-0.0579,0.4186,0.234,4.963,0.685
1078.0,0.8813,-0.0466,0.4289,1.455,5.169,0.426
1091.0,0.8848,-0.0367,0.4381,1.005,5.566,0.403
1104.0,0.8822,-0.0316,0.4395,0.7,6.153,0.571
1117.0,0.8774,-0.0359,0.4447,-1.232,6.337,0.861
1130.0,0.8776,-0.0447,0.4434,-1.468,6.421,1.159
1143.0,0.8816,-0.0492,0.448,-1.01,6.428,1.021
1156.0,0.8781,-0.0433,0.451,-0.277,6.169,0.823
1169.0,0.8768,-0.043,0.4573,-0.155,5.688,0.594
1182.0,0.8846,-0.0464,0.453,-0.102,5.367,0.273
1195.0,0.8888,-0.0439,0.4655,0.051,5.482,0.029
1208.0,0.8818,-0.037,0.4718,0.402,4.917,0.197
1221.0,0.8735,-0.0394,0.4793,0.494,4.008,0.708
1234.0,0.8712,-0.0385,0.472,0.142,3.298,0.487
1247.0,0.8745,-0.0348,0.4656,-0.224,2.558,0.029
1260.0,0.8751,-0.032,0.4659,-0.285,1.558,-0.3
1273.0,0.88,-0.0281,0.4516,0.654,1.215,-0.261
1286.0,0.8899,-0.0183,0.4422,1.287,0.94,-0.048
1299.0,0.8971,-0.0123,0.4298,2.089,1.192,0.555
1312.0,0.8896,-0.0144,0.4287,1.646,2.459,1.052
1325.0,0.8845,-0.0132,0.425,0.501,3.871,1.349
1338.0,0.8778,-0.0264,0.4291,-1.354,4.344,1.693
1351.0,0.8809,-0.0425,0.4296,-1.423,4.68,1.342
1364.0,0.8779,-0.0461,0.4333,-0.003,5.459,0.678
1377.0,0.8706,-0.0498,0.4483,1.226,5.016,0.029
1390.0,0.8682,-0.0425,0.4434,4.02,4.764,0.013
1403.0,0.8717,-0.0358,0.4518,3.471,4.856,-0.032
1416.0,0.8732,-0.0388,0.4527,2.242,4.848,0.105
1429.0,0.8797,-0.0443,0.4519,1.287,5.062,0.113
1442.0,0.8795,-0.048,0.4605,1.265,5.276,0.242
1455.0,0.8797,-0.042,0.4629,1.509,5.131,0.136
1468.0,0.8781,-0.0477,0.4628,0.86,4.993,0.105
1481.0,0.8735,-0.049,0.4688,1.455,4.024,-0.002
1494.0,0.8747,-0.0433,0.4634,2.097,3.039,-0.315
1507.0,0.8752,-0.0337,0.4556,2.478,2.375,-0.208
1520.0,0.8844,-0.0317,0.4611,2.677,2.153,0.403
1533.0,0.8852,-0.0311,0.4579,2.242,2.138,1.166
1546.0,0.8841,-0.0273,0.4516,1.425,2.215,1.586
1559.0,0.8837,-0.0388,0.463,0.623,2.466,1.67
1572.0,0.8818,-0.0322,0.4608,0.837,2.634,1.769
1585.0,0.87,-0.0348,0.4649,0.15,2.474,2.113
1598.0,0.8707,-0.0397,0.464,-0.033,1.787,2.388
1611.0,0.8743,-0.0551,0.4579,-0.797,1.474,2.204
1624.0,0.8765,-0.0653,0.4648,0.203,1.619,1.586
1637.0,0.8732,-0.0626,0.4654,1.768,1.375,0.617
1650.0,0.8718,-0.0518,0.4632,2.654,1.031,0.113
1663.0,0.8715,-0.0391,0.4687,2.394,0.673,0.143
1676.0,0.8785,-0.0334,0.4655,1.417,0.283,0.25
1689.0,0.8785,-0.032,0.4565,0.608,0.444,0.731
1702.0,0.8765,-0.0403,0.4521,-0.323,0.596,0.838
1715.0,0.8743,-0.051,0.4528,-0.3,0.55,0.586
1728.0,0.8686,-0.0586,0.455,0.303,0.634,-0.063
1741.0,0.8698,-0.0549,0.4602,1.959,0.642,-1.055
1754.0,0.8709,-0.0341,0.4627,2.837,0.421,-1.62
1767.0,0.8656,-0.0236,0.4596,2.921,0.031,-1.406
1780.0,0.8715,-0.0103,0.4497,2.142,-0.419,-0.658
1793.0,0.8794,-0.014,0.4464,0.784,-0.396,0.281
1806.0,0.8836,-0.027,0.4396,-0.369,0.131,0.861
1819.0,0.8828,-0.0397,0.4396,-0.216,1.092,1.128
1832.0,0.8768,-0.0391,0.4442,0.348,1.833,1.235
1845.0,0.8701,-0.0446,0.4488,0.669,2.069,1.197
1858.0,0.8691,-0.0446,0.454,0.661,2.222,0.815
1871.0,0.8643,-0.0505,0.4699,0.799,2.108,0.594
1884.0,0.8692,-0.0507,0.4685,1.791,1.535,0.548
1897.0,0.8653,-0.0422,0.4694,1.814,0.772,0.655
1910.0,0.8668,-0.0413,0.466,0.967,0.085,0.693
1923.0,0.8643,-0.0481,0.463,0.814,-0.274,0.655
1936.0,0.8714,-0.0432,0.4576,1.211,-0.732,0.525
1949.0,0.8723,-0.0371,0.4489,1.837,-0.663,0.639
1962.0,0.8772,-0.0317,0.4406,1.532,-0.305,0.792
1975.0,0.8842,-0.0317,0.4384,0.387,0.535,1.189
1988.0,0.8825,-0.0425,0.433,-0.216,1.573,1.273
2001.0,0.8805,-0.0477,0.4394,-0.445,2.237,1.036
2014.0,0.8754,-0.0474,0.4485,0.15,2.444,0.632
2027.0,0.8736,-0.0525,0.455,0.822,2.268,0.403
2040.0,0.8728,-0.0486,0.4576,1.639,1.619,0.273
2053.0,0.8745,-0.0391,0.4536,1.883,1.276,0.159
2066.0,0.8707,-0.0416,0.4491,0.661,0.917,-0.04
2079.0,0.873,-0.0477,0.4494,0.066,0.757,-0.04
2092.0,0.8806,-0.0536,0.4472,0.646,0.81,-0.04
2105.0,0.8812,-0.0521,0.4413,1.669,1.131,-0.093
2118.0,0.8831,-0.0413,0.4417,1.791,1.749,0.082
2131.0,0.8746,-0.0446,0.4529,1.287,2.26,0.143
2144.0,0.8698,-0.0437,0.459,0.738,2.237,-0.002
2157.0,0.8684,-0.0441,0.456,0.463,1.581,0.075
2170.0,0.866,-0.0453,0.4571,0.234,1.123,0.189
2183.0,0.8682,-0.0455,0.4452,-0.033,0.535,0.258
2196.0,0.878,-0.0485,0.4363,0.28,0.581,0.288
2209.0,0.8813,-0.0461,0.4323,0.509,1.153,0.189
2222.0,0.8789,-0.0425,0.4366,0.562,1.764,0.113
2235.0,0.8807,-0.0446,0.4394,0.509,2.268,0.189
2248.0,0.8772,-0.0435,0.4401,0.219,2.726,0.013
2261.0,0.8743,-0.046,0.4462,-0.163,2.848,0.036
2274.0,0.8723,-0.0502,0.4505,0.356,2.894,-0.162
2287.0,0.8703,-0.0486,0.4543,0.768,2.673,-0.307
2300.0,0.8764,-0.0497,0.4468,0.616,2.55,-0.521
2313.0,0.8778,-0.0477,0.4449,-0.003,2.711,-0.696
2326.0,0.8798,-0.0488,0.4485,-0.079,2.787,-0.696
2339.0,0.8819,-0.0476,0.453,0.257,2.978,-0.643
2352.0,0.8758,-0.0447,0.4517,0.822,2.833,-0.758
2365.0,0.8732,-0.041,0.4566,0.577,2.535,-0.536
2378.0,0.8741,-0.0409,0.4541,0.44,2.138,-0.513
2391.0,0.8759,-0.042,0.4521,-0.018,2.024,-0.238
2404.0,0.8808,-0.0431,0.4463,-0.155,2.024,-0.3
2417.0,0.882,-0.0442,0.4447,-0.064,2.298,-0.353
2430.0,0.8768,-0.0405,0.4478,0.31,2.802,-0.651
2443.0,0.8662,-0.0396,0.4569,0.318,2.665,-0.811
2456.0,0.8657,-0.0358,0.4569,0.822,1.833,-0.88
2469.0,0.8679,-0.0332,0.4514,0.898,1.39,-0.925
2482.0,0.8781,-0.03,0.4495,0.646,1.222,-0.719
2495.0,0.8857,-0.0331,0.4424,0.432,1.68,-0.376
2508.0,0.888,-0.0367,0.4373,0.402,2.703,0.082
2521.0,0.8787,-0.0353,0.4392,0.242,3.505,0.166
2534.0,0.8718,-0.0313,0.4417,-0.789,4.069,0.25
2547.0,0.8698,-0.0463,0.449,-1.529,4.184,0.242
2560.0,0.8662,-0.0564,0.4524,-1.087,3.779,-0.048
2573.0,0.8659,-0.0612,0.4618,0.952,3.069,-0.429
2586.0,0.8711,-0.0525,0.4678,3.326,2.1,-0.857
2599.0,0.8747,-0.0356,0.466,3.7,1.642,-0.834
2612.0,0.8816,-0.0243,0.4611,2.547,1.924,-0.238
2625.0,0.8811,-0.0262,0.4573,-0.377,2.314,0.517
2638.0,0.8787,-0.0449,0.4536,-2.056,2.619,1.128
2651.0,0.8689,-0.0585,0.46,-1.789,2.886,1.09
2664.0,0.8653,-0.0605,0.4663,-0.491,2.589,0.624
2677.0,0.8624,-0.0531,0.467,0.883,2.008,0.052
2690.0,0.8651,-0.0444,0.4628,1.394,1.512,-0.605
2703.0,0.8669,-0.0408,0.4535,1.203,1.291,-0.91
2716.0,0.8703,-0.0376,0.4456,1.249,1.398,-0.773
2729.0,0.8761,-0.0325,0.4491,0.791,1.734,-0.551
2742.0,0.8768,-0.0315,0.4467,0.425,2.283,-0.154
2755.0,0.8787,-0.0319,0.4479,0.005,2.573,-0.032
2768.0,0.8723,-0.033,0.4529,-0.606,2.657,-0.147
2781.0,0.8696,-0.0349,0.4566,0.036,2.589,-0.231
2794.0,0.8729,-0.0365,0.4538,1.097,2.176,-0.246
2807.0,0.8794,-0.0327,0.4566,2.127,1.993,0.044
2820.0,0.8835,-0.0255,0.4568,2.272,2.131,0.51
2833.0,0.8796,-0.0278,0.4594,0.952,2.611,1.075
2846.0,0.8723,-0.0347,0.4627,0.02,2.535,1.487
2859.0,0.8692,-0.0447,0.4639,-0.346,2.298,1.563
2872.0,0.8708,-0.0549,0.4643,-0.575,1.886,1.265
2885.0,0.8692,-0.0544,0.4617,-0.148,1.382,0.968
2898.0,0.8696,-0.0596,0.4558,0.822,0.825,0.433
2911.0,0.8742,-0.053,0.4518,1.921,0.779,-0.017
2924.0,0.8785,-0.0474,0.4484,2.211,0.917,0.044
2937.0,0.8743,-0.0392,0.4466,1.104,1.306,0.471
2950.0,0.8754,-0.0452,0.4472,-0.323,1.764,0.838
2963.0,0.8748,-0.0595,0.4463,-1.987,2.245,1.12
2976.0,0.8704,-0.0758,0.4491,-2.102,2.215,0.899
2989.0,0.8708,-0.0798,0.4488,-1.117,2.199,0.136
3002.0,0.8728,-0.0767,0.4506,0.127,2.451,-0.712
3015.0,0.8669,-0.0668,0.449,0.799,2.772,-1.254
3028.0,0.8664,-0.0581,0.4571,0.356,2.757,-1.712
3041.0,0.8681,-0.054,0.4597,0.081,2.695,-1.895
3054.0,0.8703,-0.0447,0.4608,0.28,2.84,-1.834
3067.0,0.8668,-0.0403,0.4628,0.196,2.604,-1.773
3080.0,0.869,-0.036,0.4644,-0.11,2.253,-1.742
3093.0,0.8717,-0.0353,0.4591,-0.514,1.978,-1.49
3106.0,0.8768,-0.0448,0.4558,-0.865,1.718,-1.467
3119.0,0.8808,-0.0474,0.4521,-0.377,2.207,-1.841
3132.0,0.8801,-0.0432,0.4588,0.745,2.505,-2.376
3145.0,0.8707,-0.0353,0.463,1.982,2.474,-2.834
3158.0,0.8763,-0.021,0.4602,1.692,2.031,-2.864
3171.0,0.8814,-0.0209,0.4674,1.455,1.772,-2.513
3184.0,0.8833,-0.0192,0.4677,1.616,1.482,-1.979
3197.0,0.8779,-0.019,0.4728,2.219,0.863,-1.574
3210.0,0.8773,-0.0128,0.4696,2.494,0.375,-1.383
3223.0,0.8772,-0.0122,0.4667,1.982,0.069,-0.719
3236.0,0.8735,-0.0099,0.4638,1.661,-0.427,-0.238
3249.0,0.8785,-0.0171,0.4532,1.219,-0.785,0.273
3262.0,0.878,-0.0299,0.4444,1.753,-0.763,0.838
3275.0,0.8776,-0.0341,0.4391,2.387,-0.213,0.807
3288.0,0.8757,-0.0299,0.4427,2.509,0.337,0.685
3301.0,0.8747,-0.0345,0.444,2.036,0.833,0.395
3314.0,0.8713,-0.0375,0.4541,2.761,1.047,0.311
3327.0,0.8665,-0.0325,0.4567,3.807,0.833,0.25
3340.0,0.8647,-0.0226,0.4566,3.234,0.291,0.365
3353.0,0.8714,-0.0233,0.4591,2.593,-0.457,0.838
3366.0,0.8809,-0.0289,0.4502,2.463,-0.419,1.242
3379.0,0.8823,-0.0309,0.4466,2.608,0.184,1.441
3392.0,0.8784,-0.0293,0.4441,2.753,0.52,1.708
3405.0,0.8701,-0.0271,0.4408,2.188,1.031,1.96
3418.0,0.8722,-0.0364,0.4451,1.478,1.237,2.013
3431.0,0.8732,-0.047,0.4395,1.471,1.367,1.731
3444.0,0.8689,-0.0552,0.4366,2.135,1.741,1.403
3457.0,0.8663,-0.0533,0.4361,2.799,1.955,1.052
3470.0,0.8723,-0.0546,0.4348,3.509,2.26,0.861
3483.0,0.8734,-0.0447,0.4411,4.066,2.581,0.533
3496.0,0.8747,-0.0372,0.4451,2.89,2.573,0.777
3509.0,0.875,-0.0374,0.4423,1.7,2.856,1.533
3522.0,0.8756,-0.0466,0.4493,0.013,3.092,1.998
3535.0,0.874,-0.0585,0.4513,-0.713,3.115,2.426
3548.0,0.8756,-0.0637,0.4565,0.181,3.192,2.273
3561.0,0.8725,-0.0592,0.4565,0.341,3.131,1.807
3574.0,0.8634,-0.061,0.4557,0.119,2.795,1.807
3587.0,0.8628,-0.0656,0.4552,-0.125,2.428,1.563
3600.0,0.8643,-0.0656,0.4511,-0.468,2.123,0.96
3613.0,0.864,-0.0638,0.453,0.142,1.97,0.655
3626.0,0.8681,-0.0577,0.4473,0.364,2.268,0.403
3639.0,0.8689,-0.0504,0.4462,-0.323,3.008,0.296
3652.0,0.8715,-0.049,0.4422,-1.743,3.726,0.128
3665.0,0.8669,-0.0547,0.4458,-2.69,4.65,-0.124
3678.0,0.8676,-0.0576,0.4489,-2.514,4.955,-0.658
3691.0,0.8686,-0.0444,0.4539,-1.667,5.306,-0.91
3704.0,0.8698,-0.0398,0.4591,-1.964,5.482,-1.048
3717.0,0.8662,-0.0408,0.4674,-1.568,5.192,-1.132
3730.0,0.8689,-0.0453,0.4698,-0.919,4.39,-1.231
3743.0,0.8719,-0.0424,0.4789,0.585,3.688,-1.483
3756.0,0.8756,-0.0297,0.4776,1.127,2.993,-1.483
3769.0,0.8773,-0.0244,0.4726,0.585,2.978,-1.132
3782.0,0.8814,-0.0241,0.4738,0.608,3.077,-0.544
3795.0,0.8795,-0.0243,0.4691,0.555,2.978,-0.132
3808.0,0.874,-0.0251,0.4731,0.471,2.711,0.143
3821.0,0.8685,-0.0327,0.4729,-0.11,2.321,0.296
3834.0,0.866,-0.0386,0.4727,0.005,1.611,0.227
3847.0,0.8718,-0.0432,0.468,1.036,0.55,-0.391
3860.0,0.8765,-0.0448,0.4682,2.745,-0.091,-0.635
3873.0,0.8792,-0.0287,0.4556,4.196,-0.198,-0.422
3886.0,0.8783,-0.0159,0.4502,3.226,0.451,0.113
3899.0,0.8745,-0.0216,0.4458,0.379,1.153,0.861
3912.0,0.8718,-0.0408,0.4456,-1.751,1.772,1.021
3925.0,0.8751,-0.0599,0.4471,-1.568,2.085,0.647
3938.0,0.8695,-0.0669,0.4541,0.974,2.138,0.006
3951.0,0.8686,-0.0501,0.463,4.341,1.543,-0.529
3964.0,0.868,-0.0308,0.4668,4.875,1.077,-0.368
3977.0,0.873,-0.0238,0.4662,3.135,0.642,0.304
3990.0,0.8776,-0.0352,0.4593,0.974,0.902,0.846
4003.0,0.877,-0.0504,0.4607,-0.308,1.184,1.006
4016.0,0.8718,-0.056,0.4599,0.074,1.337,1.021
4029.0,0.8643,-0.057,0.4606,0.784,1.26,0.807
4042.0,0.8613,-0.0559,0.4604,1.364,0.825,0.265
4055.0,0.8601,-0.0553,0.4656,1.761,0.131,-0.139
4068.0,0.8657,-0.0486,0.4623,2.539,0.054,-0.46
4081.0,0.8695,-0.0405,0.4588,3.119,-0.167,-0.467
4094.0,0.8726,-0.0262,0.4482,2.219,0.031,-0.322
4107.0,0.8742,-0.0289,0.443,0.112,0.566,0.12
4120.0,0.8769,-0.0381,0.4323,-1.255,1.535,0.403
4133.0,0.8794,-0.0486,0.4362,-1.423,2.367,0.433
4146.0,0.8756,-0.0515,0.4419,-0.43,3.039,0.281
4159.0,0.8701,-0.0487,0.4501,0.341,3.352,0.227
4172.0,0.8675,-0.0508,0.4613,1.394,3.184,-0.078
4185.0,0.8696,-0.042,0.4678,1.967,2.902,-0.338
4198.0,0.8697,-0.0418,0.472,1.348,2.436,-0.376
4211.0,0.8718,-0.0421,0.4665,0.723,1.993,-0.399
4224.0,0.8722,-0.0455,0.464,0.265,1.711,-0.406
4237.0,0.8764,-0.0455,0.4638,0.898,1.528,-0.521
4250.0,0.8732,-0.0389,0.4534,1.15,1.558,-0.467
